act_cat,category,tweet_id,text,date,retweet_count,geo,coordinates,place_id,place_centroid,place_country,place_country_code,place_full_name,place_name,place_type
NO,fire,1.11639E+18,"@ericsmithrocks Lemme jump in here to stan Reign of Fire, I love that movie! (P.S. y no good RoF gifs tho, twitter?)",4/11/2019 17:06,0,,,,,,,,,
NO,fire,1.11639E+18,Is 'Chicago Fire' Filmed in a Real Firehouse?   https://t.co/dQPfphSN6R,4/11/2019 17:06,0,,,,,,,,,
NO,fire,1.11639E+18,@Cloud9 That jersey is fire 🔥,4/11/2019 17:04,0,,,,,,,,,
NO,fire,1.11639E+18,"Northampton Co. garage fire causes $500k of damage https://t.co/Ctg7kiJEy0
Fire, Smoke and Water Damage Restoration Chicago, Oak Park, River Forest, Riverside, Lincolnwood IL
https://t.co/wSwldNWAPJ
#smoke #fire #water #cleanup #oakpark #riverforest #riverside #lincolnwood https://t.co/AmMZhT4wVW",4/11/2019 17:03,0,,,,,,,,,
NO,fire,1.11639E+18,"Well, when you have a president who is surrounded by white nationalists, what do you expect?  ""Three historically black churches were set on fire in 10 days in a series of alleged arsons."" https://t.co/X4GlaTHFsu via @slate",4/11/2019 17:02,0,,,,,,,,,
NO,fire,1.11639E+18,@ImRikoATM Straight fire,4/11/2019 16:59,0,,,,,,,,,
NO,fire,1.11638E+18,"#CF97 - The Chicago Fire just tweeted: ""paul_degnan1 MLS we'll be wearing them next Saturday vs. Colorado!""",4/11/2019 16:57,0,,,,,,,,,
NO,fire,1.11638E+18,The Kings ownership ain’t shit if they fire their coach. They just had in my eyes a good season especially with those young players in the western conference.,4/11/2019 16:54,0,,,,,,,,,
NO,fire,1.11638E+18,"Check out our @c2e2 video/photo coverage at https://t.co/TzvWvuzPHO! Featuring cosplayer4fun @thedadtest son_of_fire_cosplay c4props &amp; many more!
.
.
#c2e22019 #c2e2 #c2e2cosplay #cosplaylife… https://t.co/gaX7MF5hJV",4/11/2019 16:54,0,"41.85110419,-87.61620981","-87.61620981,41.85110419",1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11638E+18,Now playing: Arcade Fire - 'Ocean of Noise' from 'Neon Bible',4/11/2019 16:48,0,,,,,,,,,
NO,fire,1.11638E+18,First decent season since 2006 and they want to fire the coach. Kings stay kings I guess. https://t.co/hJCRY0CNwZ,4/11/2019 16:48,0,,,,,,,,,
NO,fire,1.11638E+18,I want to believe 🤣🐶 #blackhole #dogmemes https://t.co/8s3zRIKjWo,4/11/2019 16:47,0,,,,,,,,,
NO,fire,1.11638E+18,@SM_RAY Mf’s be saying that but two fish fire. So Low Country gotta be the shit,4/11/2019 16:46,0,,,,,,,,,
NO,fire,1.11638E+18,@Paul24Wall @RohrKaden Dude we should fire him regardless! Pathetic!!!!!!!!! #Shaka,4/11/2019 16:40,0,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11638E+18,"Historic manuscripts saved from St. Louis fire, reports NPR. https://t.co/UCXCPLddvZ",4/11/2019 16:40,3,,,,,,,,,
NO,fire,1.11638E+18,Did I tell you guys how I saved 15 cats from a burning fire last night??? https://t.co/5aNassMy7Y,4/11/2019 16:39,0,,,,,,,,,
NO,fire,1.11638E+18,"@cranky_traveler I think that was in Assassins Creed, but it made fire",4/11/2019 16:38,0,,,,,,,,,
NO,fire,1.11638E+18,"We have a match, la la la, and it's not at noon, la la la! Come join us in the North Lot before the match on Friday. #cf97  Tickets: https://t.co/AIEdCsTPYy https://t.co/V7Vyf0yP7N",4/11/2019 16:37,0,,,,,,,,,
NO,fire,1.11638E+18,FIRE ..... https://t.co/8SZvZ0tT8b,4/11/2019 16:37,0,,,,,,,,,
NO,fire,1.11638E+18,@cnnbrk Strange!! 👁 guess he did!! When he set fire! He heard the metal♨️♨️♨️,4/11/2019 16:37,0,,,,,,,,,
NO,fire,1.11638E+18,"@cnnbrk Fire Official may have been influenced by ""friends at the Sheriff's Office"" I say.",4/11/2019 16:36,0,,,,,,,,,
NO,fire,1.11638E+18,"I, too, crave star damage. 🌟🤣 #strangeplanet #aliens https://t.co/3YbDdgoFvs",4/11/2019 16:34,0,,,,,,,,,
NO,fire,1.11638E+18,@Cubs ummm why haven't you guys cancelled tonight's game yet? Its 100% chance of rain from 7:30 till 3 a.m. Maybe this team needs a break. Fire Joe before your too far back also.  Kyle S should NEVER see the field again. This team has 0 fire. Just sayin.,4/11/2019 16:34,0,,,,,,,,,
NO,fire,1.11638E+18,Wow. They nees to fire the GM https://t.co/2yxcgr41CA,4/11/2019 16:34,0,,,,,,,,,
NO,fire,1.11638E+18,This is what happens when @FriskyBeast finally follows me and plays some fire tunes. FLOSSING happens. https://t.co/CIbCyzwhY1,4/11/2019 16:33,0,,,,,,,,,
NO,fire,1.11638E+18,@mrszimmerbun They’re puuuuurdy. Also fire + ocean = makes me very happy 🤗🦈💙,4/11/2019 16:31,0,,,,,,,,,
NO,fire,1.11638E+18,"@ClarkstrideR Hell yes!!! I wanna pick up poi next! If you’re interested in busting them out again, I’ll be hitting up the foster beach full moon fire jams all summer.",4/11/2019 16:27,0,,,,,,,,,
NO,fire,1.11638E+18,"@ThatShortieBri Check put her other songs too!
Red rum melody, Fantasy, Can I, Ready 2 Go, Dive. 
they allllllll FIRE",4/11/2019 16:25,0,,,,,,,,,
NO,fire,1.11638E+18,@jessfraz keep the fire burning 🔥,4/11/2019 16:25,0,,,,,,,,,
NO,fire,1.11638E+18,@wojespn Vlade needs to fire himself,4/11/2019 16:25,0,,,,,,,,,
NO,fire,1.11638E+18,@Fredofrr Arsenal's gonna win today. Been on fire at home.,4/11/2019 16:25,0,,,,,,,,,
NO,fire,1.11638E+18,my back is on fire,4/11/2019 16:23,0,,,,,,,,,
NO,fire,1.11638E+18,"@Emily_on_fire well, just know that i’m not avoiding you at all and it would be fun if we could hang out again!!",4/11/2019 16:21,0,,,,,,,,,
NO,fire,1.11637E+18,@EthanDolan sooo ready for the fire FITTTS,4/11/2019 16:16,0,,,,,,,,,
NO,fire,1.11637E+18,yo @RealCandaceO what's up loser https://t.co/YtmCISlLdx,4/11/2019 16:13,0,,,,,,,,,
NO,fire,1.11637E+18,"@AlexiLalas @MLS Joe Mansueto is doing what I would've done with the Fire: buy them out of their lease and move them back to Soldier Field. Chicago has a huge fanbase, but no one wants to commute for an hour to Bridgeview. If this happens, Fire will be setting attendance records each year.",4/11/2019 16:12,0,,,,,,,,,
NO,fire,1.11637E+18,@ChiSoxFanMike He is really making it known that SS is his job. Think the Manny thing lit a fire under his ass lol,4/11/2019 16:12,0,,,,,,,,,
NO,fire,1.11637E+18,FIRE BOYLEN AND CALL JOERGER NOW. @chicagobulls https://t.co/SqbjVXSG4V,4/11/2019 16:10,0,,,0fb8d7b7e21d86a5,"-87.81942637655462,41.8940225",United States,US,"River Forest, IL",River Forest,city
NO,fire,1.11637E+18,The Bulls need to fire Boylen immediately after this happens and have Joerger in town for an interview tomorrow. https://t.co/2WkSWqgDDM,4/11/2019 16:08,0,,,,,,,,,
fire,fire,1.11637E+18,"Addison/Pulaski, a call of a bus on fire. #ChicagoScanner",4/11/2019 16:07,0,,,,,,,,,
NO,fire,1.11637E+18,"@GoodishIntent again I can't check the audio to cue up the correct ""out of the frying pan, into the fire"" https://t.co/rZHE80mTAU",4/11/2019 16:06,0,,,,,,,,,
NO,fire,1.11637E+18,Of course Ⓜ️eanstreets and The Fire play Friday night in ATL before I land 🤦🏽‍♂️🤦🏽‍♂️ I need the EYBL to change that to Saturday,4/11/2019 16:05,0,,,,,,,,,
NO,fire,1.11637E+18,Not so friendly fire... https://t.co/NLAdYqUOvL,4/11/2019 16:02,0,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11637E+18,@ArtistHBTL drop that “Artist 2.0” already 😩 we need that fire 🔥🐐🖤 #DTB,4/11/2019 16:01,0,,,,,,,,,
NO,fire,1.11637E+18,@chicagobulls Fire GarPax.,4/11/2019 15:55,0,,,,,,,,,
NO,fire,1.11637E+18,@Marcus19875735 @iendandyoubegin @jacksfilms Then the fire nation attacked,4/11/2019 15:54,0,,,,,,,,,
NO,fire,1.11637E+18,Now playing: Junip - 'Line of Fire' from 'Junip',4/11/2019 15:54,0,,,,,,,,,
NO,fire,1.11637E+18,@NBCSBlackhawks Fire Stan Bowman that would be a good start!,4/11/2019 15:54,0,,,,,,,,,
NO,fire,1.11637E+18,@highsnobiety it is pretty fire.,4/11/2019 15:52,0,,,,,,,,,
NO,fire,1.11637E+18,"Unbelievable: @DailySouthtown reports that a driver who was convicted after he brutally killed a man, drove 12 miles, dumped the body, and set his car on fire, just won a seat on the @ParkForestIL library board. Warning: graphic content below. https://t.co/Vyc9Padmbp https://t.co/0zQAClLbng",4/11/2019 15:47,0,,,,,,,,,
NO,fire,1.11637E+18,what if... i started a fire¿,4/11/2019 15:47,0,,,,,,,,,
NO,fire,1.11637E+18,1. Infinity War 2.  Empire Strikes Back 3.  Major League 4. Oceans 11 5.  The Dark Knight 6. Star Trek: Into the Darkness 7. Harry Potter: The Goblet of Fire https://t.co/xHjNfMotFo,4/11/2019 15:46,0,,,,,,,,,
NO,fire,1.11637E+18,Now Playing : Fire by @barnscourtney * Listen at https://t.co/R6LbSJwpj8 https://t.co/wmk91Lykx8,4/11/2019 15:46,0,,,,,,,,,
NO,fire,1.11637E+18,"What is Your Superpower? To achieve financial independence and retire early, you need some real-life superpower. #FIRE #FinancialIndependence #earlyretire #frugal https://t.co/6g7iyRByLS via @retirebyforty",4/11/2019 15:43,0,,,,,,,,,
NO,fire,1.11637E+18,"Your Diva!
On set!
Chicago Fire! 
Sleepy Af!
Still standing!
#DivaModeInTheseCityStreets
#UnderestimatedSince1984
#Actress
#Hardworking
#Newbreed
⭐️🎥🎬💪🏽 https://t.co/g4YnisHbOn",4/11/2019 15:43,0,,,098ac4ab7056b000,"-87.68649,41.8621",United States,US,CineSpace Studios Chicago,CineSpace Studios Chicago,poi
NO,fire,1.11636E+18,"Some of my favorite fictional siblings are Aurora and Isbe from SPINDLE FIRE, a stunning Sleeping Beauty retelling that challenges the boundaries of fairy stories. They are complements.… https://t.co/dy7eAjzKnj",4/11/2019 15:38,0,,,,,,,,,
NO,fire,1.11636E+18,"Wouldja look at that? Another white male American citizen. Huh. It 's almost as if THEY're the ones we should fear. #DomesticTerrorism 

Cops son arrested for 'setting fire to 3 black churches in Louisiana' https://t.co/fPmUnON74t via @MailOnline",4/11/2019 15:38,0,,,,,,,,,
NO,fire,1.11636E+18,"@ckordazakis @ZachLowe_NBA I think Joerger has been good overall, but needs to work on adjustments, too loose of play in critical moments, &amp; bad rotations. There are probably 7-10 games this season where Kings should have won, but poor decision making/execution resulted in the loss. Don’t fire Joerger.",4/11/2019 15:37,0,,,,,,,,,
NO,fire,1.11636E+18,@RudaiGot22Shotz @Ken_Nuke @TVZPO Knees and jaws must be on fire,4/11/2019 15:37,0,,,,,,,,,
NO,fire,1.11636E+18,@betsymbowman I didn't know you were into fire! Wife and I still have our fire hoop and fire poi from our festy going days!!,4/11/2019 15:35,0,,,,,,,,,
NO,fire,1.11636E+18,"@John_Kass @ChicagoFire @Section8Chicago @_moadams The full name of the club is Chicago Fire Soccer Club. So how is soccer not in the name? Maybe people don't use it all the time, but Nelson can surely say the full name when telling people.  Problem solved.",4/11/2019 15:33,0,,,,,,,,,
NO,fire,1.11636E+18,I had the most fire peanut butter and banana smoothie with almond milk. Hella full 🙌🏽🤰🏽,4/11/2019 15:32,0,,,,,,,,,
NO,fire,1.11636E+18,@jeri_fire Don’t pray for love.,4/11/2019 15:29,0,,,,,,,,,
NO,fire,1.11636E+18,"#CF97 - The Chicago Fire just tweeted: ""Anish20221020 MLS Yes, Monday-Friday 12PM-6PM and opens 3 hours before kickoff on matchdays.""",4/11/2019 15:27,0,,,,,,,,,
NO,fire,1.11636E+18,"@MidwestHam @chrismayCF97 @JoshuaNorgaard @FireConf I also googled something like ""chicago fire soccer printable calendar"" yesterday and the 2012 schedule came up.",4/11/2019 15:25,0,,,,,,,,,
NO,fire,1.11636E+18,This existing house played a vital role in the community Des Plaines Fire and Police Department were able to use this home for live training. Caan Homes donated the use of the home. This house will give way to 3 New single family construction homes. https://t.co/wBS3DVve68 https://t.co/4QYUaqSIk5,4/11/2019 15:24,0,,,,,,,,,
NO,fire,1.11636E+18,"SUE is on fire, every day of the week. https://t.co/6O4QbirBfQ",4/11/2019 15:21,0,,,,,,,,,
NO,fire,1.11636E+18,"@QasimRashid If it was a Muslim who set fire to Christian churches, you would have every news network reporting about it and Trump would be on TV talking about it. They only oppose Terrorism that they can benefit from.",4/11/2019 15:21,0,,,,,,,,,
NO,fire,1.11636E+18,"@treybritt42 @CassandraRules If it had been happening (and the Family Services unit that investigated said it wasn't) maybe a seige, bulldozing down buildings with people in them and using flameable banned teargas on kids too small for masks before setting the place on fire was poor way to handle accusation.",4/11/2019 15:20,0,,,1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11636E+18,"@jvlaha Spoiler: turns out it was Hauptman who started the fire, trying to get insurance money from his players burning to death!",4/11/2019 15:20,0,,,,,,,,,
NO,fire,1.11636E+18,I’m going to wingfest and I hope I get to meet and take a picture with @msmayoalldayo 😍 my favorite on Chicago Fire,4/11/2019 15:20,0,,,,,,,,,
NO,fire,1.11636E+18,"@jvlaha Here's a pitch.  The club is doing its volunteering work helping to build houses in a bad neighborhood.  Gun shots ring out and the players scatter.  A fire starts, burning down houses.  Basti is pissed and teams up with the shows characters to find the arsonist.",4/11/2019 15:20,0,,,,,,,,,
NO,fire,1.11636E+18,Chicago Fire vs. Vancouver Whitecaps | Match Preview pres. by NovaCare #ChicagoFire  https://t.co/4Hf3SEx2NT https://t.co/ePO6V8ki3x,4/11/2019 15:19,0,,,,,,,,,
NO,fire,1.11636E+18,"@taintofartistry BURN IT WITH FIRE

slowly through a castiron pan, properly seasoned",4/11/2019 15:19,0,,,,,,,,,
NO,fire,1.11636E+18,@BPSnow11 He just blasted it backwards off a tree.  Set fire to those lineups folks,4/11/2019 15:14,0,,,,,,,,,
NO,fire,1.11636E+18,"We need to put the human back into human resources. There isn't a right way to fire someone, but you can soften the blow by maintaining your compassion and offering assistance to a terminated employee on their way out the door. #HR #HumanResources https://t.co/oqnbGoyoaW via @WSJ",4/11/2019 15:14,0,,,,,,,,,
NO,fire,1.11636E+18,"Not to pour water on the fire of finding ways to get producers properly paid for their work, but I have a pretty hard time believing that the same people who are frozen by the idea of emails are suddenly going to be submitting playlists from their DJ sets for royalty checks.",4/11/2019 15:13,0,,,,,,,,,
NO,fire,1.11636E+18,"Fire drill in my building, or real things? Honestly no clue.",4/11/2019 15:09,0,,,,,,,,,
NO,fire,1.11636E+18,"@TheArturoChapa I think I’d have to argue Punk making that song iconic, unless you’re talking in the wrestling world alone. That song was a hit right out of the gate in 1988. I also really liked this fire burns for the time he used it, but I also liked KSE as it was",4/11/2019 15:09,0,,,,,,,,,
NO,fire,1.11636E+18,"Someone can (and maybe Nelson will) try to make the case that we need a new name, but any argument based on our failing to be a more recognizable ""Chicago Fire"" than the TV show is a bogus line of argument.  #cf97",4/11/2019 15:08,0,,,,,,,,,
NO,fire,1.11636E+18,@BobbyBudds Unbelievable tweet to fire off before sunrise,4/11/2019 15:07,0,,,,,,,,,
NO,fire,1.11636E+18,"This past October rocking live Improvisational #Afrofuture biz with my fellow lion fire power brother @samtrump aka SAM000 fortunate to befriend and build proper with him, he’s… https://t.co/7wr9uioWhS",4/11/2019 15:06,0,"41.9317,-87.71369","-87.71369,41.9317",1d9a5370a355ab0c,"-87.67181069718896,41.833584450000004",United States,US,"Chicago, IL",Chicago,city
NO,fire,1.11636E+18,"Fireside chat with Andrei Iancu. Mildly disappointing lack of fire, but an enjoyable discussion led by Marylee Jenkins, including a focus on addressing current issues with Section 101. @abaipl #IPLSpring https://t.co/ZQ7ELtcMCw",4/11/2019 15:06,2,,,,,,,,,
NO,fire,1.11636E+18,"Check out this renewed listing in our Etsy shop! https://t.co/BoIjYtD1aM Flames Reflective Decal Set, Retro Flame Bike Helmet Stickers Kit, Hotrod Fire Motorcycle Decal Set, Flames Bike Stickers / #876R by SewardStreetStudios https://t.co/Sipndhkycb",4/11/2019 15:04,0,,,,,,,,,
NO,fire,1.11636E+18,"The real issue here is that people don't know about our club.  The same reason some people think you might be a fireman when wearing your Fire gear.  No one was like ""We need to rename the club because some people think I'm a fireman.  We can't compete with the CFD brand!!"" #cf97",4/11/2019 15:03,0,,,,,,,,,
NO,fire,1.11636E+18,Kill this new gmail function with fire. https://t.co/Vq13QTg5RE,4/11/2019 15:03,0,,,,,,,,,
NO,fire,1.11636E+18,"@HannahRKeyser I'm not sure these guys have the fire &amp; passion needed to succeed. I once sent a kid home because he told a joke on the bench while we were down 7 - 0. The Dad wasn't happy, he had taken off work to watch. But need to set a good example for the team",4/11/2019 15:02,0,,,,,,,,,
NO,fire,1.11636E+18,"@GoodBadFlicks Oh, damn. I really enjoyed the first one but the sequel looked like a hot dumpster fire and I would have loved to hear your take on it.",4/11/2019 15:02,0,,,,,,,,,
NO,fire,1.11636E+18,"modern notoriety, nice kicks, sneaker news, sole collector, kicks on Fire, uptempo air, iss, NT, HS, HB etc all helped build this machine.  Over a decade. It’s so crazy man.",4/11/2019 15:01,1,,,,,,,,,
NO,fire,1.11636E+18,"If the producer of Chicago Fire was talking to people and every time he mentioned ""Chicago Fire"" they were like ""Oh the disaster that destroyed the city?"" he wouldn't decide the show needed a new name.  He'd realize their marketing hadn't reached those people.  #cf97",4/11/2019 15:01,0,,,,,,,,,
NO,fire,1.11635E+18,"The fact that people know Chicago Fire as a TV show more than a soccer club means that you've failed to make people in your city know about your club, not that you've lost the marketing war with a TV drama show.  There is no such thing.  It makes no sense. #cf97",4/11/2019 14:57,1,,,,,,,,,
fire,fire,1.11635E+18,Love getting woken up by the fire alarm when the dorms are on fire,4/11/2019 14:56,0,,,,,,,,,
NO,fire,1.11635E+18,Fire &amp; Desire,4/11/2019 14:54,0,,,,,,,,,
NO,fire,1.11635E+18,"The Dark Knight
Narnia: The Lion, The Witch, and The Wardrobe
Harry Potter &amp; The Order of The Phoenix
Ice Age (1)
The Hunger Games: Catching Fire
Despicable Me (1)
Divergent https://t.co/R2j5Mn9fYw",4/11/2019 14:53,0,,,,,,,,,
NO,fire,1.11635E+18,Put water and/or fire in your shots. @RamisFilmSchool @ColumCinemaTV https://t.co/pAv4RinbgE,4/11/2019 14:50,0,,,,,,,,,
NO,fire,1.11635E+18,⁦My perspective on music was reworked when @JanelleMonae⁩ released The ArchAndroid. My taste was upgraded. Ive never played an album so much in my life! Listening to this is making me so happy rn! GAWD...the FIRE!! Sheesh. 😩🥴 I’m sick.  https://t.co/lZiVcudmiv,4/11/2019 14:49,0,,,,,,,,,
fire,fire,1.11635E+18,"All 13 crew members were killed. Although the bomb casing was destroyed, the 5,000 pounds of conventional high explosive inside it apparently did not explode on impact but broke apart, with some burning in the ensuing fire, the flames of which were visible 15 miles away. 2/2 https://t.co/mHGabjzIPQ",4/11/2019 14:46,3,,,,,,,,,
NO,fire,1.11635E+18,"Think you will never suffer a fire loss? So did this homeowner. Property damage is often unpredictable even when you do your best to prevent it. Luckily, this homeowner has Rainbow by their side to turn confusion into confidence. (708) 460-0911 https://t.co/sEQ3uGByKn",4/11/2019 14:45,0,,,,,,,,,
NO,fire,1.11635E+18,"#CF97 - The Chicago Fire just tweeted: ""aaronaldo17 MLS yes! available in the Shop starting today and will be on the shelves tomorrow.""",4/11/2019 14:37,0,,,,,,,,,
NO,fire,1.11635E+18,"#CF97 - The Chicago Fire just tweeted: ""fanofcf97 MLS yes, they're available beginning today when the store opens (12 PM) and will be on the shelves tomorrow""",4/11/2019 14:37,0,,,,,,,,,
NO,fire,1.11635E+18,"Pop-Up Fire Pit: Fireside Outdoor’s convenient fire pit is portable, lightweight, and easy to setup and pack. The Pop Up Fire Pit weighs just 8 lb but can hold up to 125 lb. It sets up in just a minute and cools down in just 90s for quick packing. https://t.co/CmXY6osoCs https://t.co/U1564n7XiJ",4/11/2019 14:34,0,,,,,,,,,
NO,fire,1.11635E+18,@whitesox @soxcharities Fire #KenHahn,4/11/2019 14:34,0,,,,,,,,,
NO,fire,1.11635E+18,"@whitesox When's the rebuild end? Oh never got it. KenHahn = GarPax Jerry sure knows how to pick em', at least he is consistent. Fire #KenHahn",4/11/2019 14:33,0,,,,,,,,,
NO,fire,1.11635E+18,"#CF97 - The Chicago Fire just tweeted: ""#cf97 #adidasParley first team jerseys also will be available via online auction, with all proceeds benefiting the ChiFireFound. Stay tuned next week for more info on how you can participate in the auction 🙌 https://t.co/SQ7xUe5y21""",4/11/2019 14:32,0,,,,,,,,,
NO,fire,1.11635E+18,Flashbacks to Jack kidnapping Jennifer from her wedding to Emilio! Via fire truck! Eeeeee! #Days,4/11/2019 14:31,0,,,,,,,,,
